order_id,date,product,region,channel,quantity,unit_price,sales
2580,2024-03-01,Webcam,Phuket,Retail,7,530,3710
2581,2024-02-28,SSD,Bangkok,Online,6,1010,6060
2582,2024-04-11,Webcam,Chiang Mai,Distributor,4,737,2948
2583,2024-08-20,Router,Phuket,Retail,8,778,6224
2584,2025-09-02,Monitor,Chiang Mai,Distributor,3,475,1425
2585,2025-09-25,Laptop,Chiang Mai,Online,3,224,-672
2586,2025-12-28,Dock,Nakhon Ratchasima,Online,1,834,834
2587,2025-09-18,SSD,Bangkok,Retail,1,227,227
2588,2025-11-10,Webcam,Phuket,Distributor,8,846,6768
2589,2025-11-16,SSD,Nakhon Ratchasima,Online,5,546,2730
2590,2024-11-24,Mouse,Nakhon Ratchasima,Retail,4,225,900
2591,2025-08-20,Webcam,Ayutthaya,Online,3,1419,4257
2592,2025-08-25,Dock,Rayong,Online,1,148,148
2593,2024-02-28,Laptop,Khon Kaen,Distributor,4,277,1108
2594,2025-05-02,SSD,Ayutthaya,Online,4,806,3224
2595,2024-11-04,Keyboard,Ayutthaya,Distributor,8,402,3216
2596,2025-07-20,Webcam,Chiang Mai,Retail,4,83,332
2597,2025-01-21,Mouse,Ayutthaya,Distributor,8,1008,8064
2598,2025-07-15,SSD,Khon Kaen,Online,2,1120,2240
2599,2024-03-04,Tablet,Khon Kaen,Online,4,864,3456
2600,2025-07-16,Laptop,Nakhon Ratchasima,Retail,7,958,6706
2601,2024-06-01,SSD,Chonburi,Online,7,1051,7357
2602,2024-11-13,Monitor,Chonburi,Distributor,1,368,368
2603,2025-03-29,Dock,Nakhon Ratchasima,Online,3,1202,3606
2604,2025-11-24,Webcam,Khon Kaen,Distributor,4,334,1336
2605,2025-06-15,SSD,Nakhon Ratchasima,Retail,8,1492,11936
2606,2025-02-23,Laptop,Chonburi,Online,5,722,3610
2607,2024-12-10,Laptop,Phuket,Online,4,743,2972
2608,2025-08-19,Monitor,Phuket,Distributor,5,1394,6970
2609,2024-12-09,Laptop,Ayutthaya,Retail,8,441,3528
2610,2024-10-13,Tablet,Chonburi,Online,4,1455,5820
2611,2024-02-04,Webcam,Ayutthaya,Online,3,979,2937
2612,2025-09-01,Webcam,Phuket,Online,1,231,231
2613,2025-02-15,Keyboard,Phuket,Distributor,5,1421,7105
2614,2024-11-18,Mouse,Nakhon Ratchasima,Online,8,942,7536
2615,2024-11-27,Webcam,Chiang Mai,Online,6,437,2622
2616,2025-09-08,Router,Nakhon Ratchasima,Online,2,1066,2132
2617,2024-10-21,Router,Chiang Mai,Online,3,1031,3093
2618,2024-07-12,Keyboard,Rayong,Distributor,3,1034,3102
2619,2024-09-09,Router,Rayong,Distributor,5,144,720
2620,2025-09-11,Headphones,Phuket,Distributor,7,131,917
2621,2024-12-10,SSD,Chiang Mai,Distributor,3,1234,3702
2622,2024-02-15,Monitor,Nakhon Ratchasima,Online,4,1470,5880
2623,2025-10-13,Headphones,Nakhon Ratchasima,Retail,1,21,21
2624,2024-02-13,Monitor,Chonburi,Online,6,538,3228
2625,2025-11-16,Laptop,Chonburi,Retail,5,226,1130
2626,2025-12-18,Laptop,Chiang Mai,Distributor,2,1214,2428
2627,2025-03-31,Keyboard,Phuket,Distributor,6,1084,6504
2628,2024-07-23,Tablet,Chiang Mai,Distributor,6,476,2856
2629,2024-10-12,SSD,Bangkok,Retail,6,205,1230
2630,2025-02-07,Dock,Rayong,Retail,4,61,244
2631,2025-11-24,SSD,Rayong,Retail,2,248,496
2632,2025-01-05,Headphones,Ayutthaya,Distributor,7,1428,9996
2633,2024-07-11,Router,Ayutthaya,Retail,6,40,240
2634,2024-07-17,Monitor,Chonburi,Retail,1,387,387
2635,2024-04-26,Tablet,Phuket,Distributor,8,928,7424
2636,2025-09-10,SSD,Chonburi,Retail,8,701,5608
2637,2024-04-11,Monitor,Khon Kaen,Retail,4,868,3472
2638,2025-06-07,Mouse,Bangkok,Distributor,8,709,5672
2639,2024-01-29,Monitor,Bangkok,Distributor,8,845,6760
2640,2025-05-18,Mouse,Phuket,Retail,1,495,495
2641,2024-08-12,Router,Chonburi,Distributor,3,627,1881
2642,2025-05-24,SSD,Rayong,Distributor,7,863,6041
2643,2024-04-14,Laptop,Phuket,Retail,3,270,810
2644,2025-02-13,Monitor,Bangkok,Distributor,2,1430,2860
2645,2024-10-21,Laptop,Khon Kaen,Distributor,5,418,2090
2646,2024-08-15,Router,Bangkok,Online,2,75,150
2647,2025-12-25,Keyboard,Rayong,Distributor,1,852,852
2648,2024-12-25,Tablet,Chiang Mai,Retail,3,630,1890
2649,2025-05-02,Mouse,Chonburi,Retail,1,1158,1158
2650,2025-07-12,Router,Chiang Mai,Retail,3,1294,3882
2651,2024-05-09,Headphones,Rayong,Online,5,1171,5855
2652,2025-08-05,Tablet,Nakhon Ratchasima,Online,1,1458,1458
2653,2025-04-07,Router,Bangkok,Retail,8,322,2576
2654,2024-12-08,Laptop,Ayutthaya,Distributor,3,721,2163
2655,2025-04-01,Webcam,Nakhon Ratchasima,Online,3,147,441
2656,2025-09-03,Monitor,Nakhon Ratchasima,Online,7,910,6370
2657,2025-05-11,Webcam,Nakhon Ratchasima,Distributor,6,526,3156
2658,2025-12-20,Keyboard,Chonburi,Distributor,3,1368,4104
2659,2024-08-17,Headphones,Ayutthaya,Retail,4,117,468
2660,2024-07-21,SSD,Chonburi,Retail,2,244,488
2661,2024-08-22,Mouse,Bangkok,Online,7,994,6958
2662,2024-09-03,Keyboard,Ayutthaya,Online,8,640,5120
2663,2024-01-26,Router,Phuket,Distributor,8,1174,9392
2664,2025-07-22,Monitor,Phuket,Distributor,8,939,-7512
2665,2025-07-18,Headphones,Chiang Mai,Retail,5,904,4520
2666,2024-01-03,Dock,Khon Kaen,Online,1,719,719
2667,2025-05-16,Laptop,Ayutthaya,Distributor,8,1020,8160
2668,2024-02-29,Laptop,Chonburi,Online,7,989,6923
2669,2025-05-30,SSD,Khon Kaen,Online,6,948,5688
2670,2024-04-11,Headphones,Nakhon Ratchasima,Distributor,2,102,204
2671,2024-07-18,Keyboard,Khon Kaen,Retail,3,1120,3360
2672,2024-02-19,Laptop,Bangkok,Distributor,6,146,876
2673,2024-07-10,Laptop,Chiang Mai,Online,3,1219,3657
2674,2025-10-14,Mouse,Rayong,Distributor,1,889,889
2675,2025-09-30,Webcam,Bangkok,Retail,7,240,1680
2676,2025-02-16,Tablet,Chiang Mai,Distributor,8,1012,8096
2677,2025-04-29,Monitor,Bangkok,Retail,7,570,3990
2678,2024-10-28,Mouse,Chiang Mai,Retail,6,611,3666
2679,2025-06-26,SSD,Chiang Mai,Online,3,1207,3621
2680,2024-10-06,Headphones,Bangkok,Distributor,3,1341,4023
2681,2025-05-02,Monitor,Rayong,Online,3,958,2874
2682,2025-03-19,Webcam,Nakhon Ratchasima,Retail,8,1399,11192
2683,2024-07-19,Monitor,Khon Kaen,Online,5,1315,6575
2684,2025-08-22,Monitor,Ayutthaya,Distributor,5,576,2880
2685,2024-05-04,Router,Chiang Mai,Online,5,1473,7365
2686,2024-07-29,Laptop,Rayong,Online,5,1124,5620
2687,2025-12-09,Mouse,Nakhon Ratchasima,Retail,2,725,1450
2688,2024-05-20,Keyboard,Rayong,Online,2,48,96
2689,2025-02-20,Webcam,Phuket,Online,8,1110,8880
2690,2024-12-19,Router,Chonburi,Online,4,434,1736
2691,2025-02-04,Dock,Chonburi,Retail,6,708,4248
2692,2025-06-15,Router,Bangkok,Online,7,411,2877
2693,2025-06-24,Headphones,Khon Kaen,Retail,2,370,740
2694,2024-03-29,Keyboard,Rayong,Online,3,204,612
2695,2024-09-02,Monitor,Khon Kaen,Retail,2,1421,2842
2696,2025-12-26,Mouse,Bangkok,Retail,5,693,3465
2697,2024-06-12,Router,Phuket,Retail,2,923,1846
2698,2024-06-26,Dock,Khon Kaen,Distributor,2,1008,2016
2699,2024-04-26,Monitor,Ayutthaya,Online,8,1185,9480
2700,2024-06-26,Monitor,Bangkok,Distributor,2,892,1784
2701,2024-12-04,Mouse,Khon Kaen,Distributor,7,1307,9149
2702,2024-02-01,Keyboard,Bangkok,Online,4,385,1540
2703,2025-10-16,Monitor,Chiang Mai,Online,2,1194,2388
2704,2025-01-04,Keyboard,Bangkok,Retail,6,1498,8988
2705,2024-10-29,Router,Ayutthaya,Online,5,1191,5955
2706,2024-09-18,Keyboard,Bangkok,Distributor,6,1035,6210
2707,2024-03-29,SSD,Ayutthaya,Retail,4,348,1392
2708,2024-06-05,Keyboard,Rayong,Retail,6,1128,6768
2709,2024-10-08,SSD,Nakhon Ratchasima,Retail,6,267,1602
2710,2025-10-25,Tablet,Rayong,Online,6,1138,6828
2711,2025-12-27,Monitor,Rayong,Online,3,237,711
2712,2024-05-09,Mouse,Bangkok,Distributor,6,667,4002
2713,2025-07-26,Tablet,Khon Kaen,Online,3,868,2604
2714,2025-01-24,Tablet,Khon Kaen,Online,5,445,2225
2715,2024-01-25,Tablet,Rayong,Retail,8,955,7640
2716,2025-07-18,Tablet,Chonburi,Distributor,2,405,810
2717,2024-06-28,Laptop,Rayong,Retail,6,644,3864
2718,2024-08-19,SSD,Chonburi,Retail,2,163,326
2719,2025-09-10,Mouse,Ayutthaya,Distributor,2,117,234
2720,2025-02-18,Laptop,Nakhon Ratchasima,Retail,7,292,2044
2721,2025-10-27,Tablet,Ayutthaya,Online,3,267,801
2722,2024-12-21,Dock,Rayong,Online,2,1476,2952
2723,2024-12-14,Dock,Bangkok,Retail,5,868,4340
2724,2024-12-06,Keyboard,Phuket,Retail,5,224,1120
2725,2025-11-26,Monitor,Phuket,Distributor,5,1143,5715
2726,2025-08-11,Headphones,Phuket,Online,3,22,66
2727,2024-05-22,Dock,Phuket,Online,1,92,92
2728,2024-06-24,Keyboard,Chiang Mai,Online,3,1067,3201
2729,2024-03-07,Dock,Unknown,Online,2,1211,2422
2730,2024-02-18,Tablet,Phuket,Retail,1,1446,1446
2731,2025-01-29,Webcam,Bangkok,Online,3,824,2472
2732,2024-05-25,Mouse,Chonburi,Retail,1,65,65
2733,2025-11-08,Webcam,Rayong,Distributor,4,616,2464
2734,2025-06-02,Router,Chiang Mai,Retail,2,1086,2172
2735,2025-04-17,Router,Bangkok,Online,8,124,992
2736,2024-05-16,Tablet,Khon Kaen,Distributor,1,1430,1430
2737,2024-06-23,Keyboard,Nakhon Ratchasima,Retail,1,1495,1495
2738,2025-01-06,Dock,Bangkok,Distributor,5,579,2895
2739,2024-07-12,Mouse,Phuket,Online,3,410,1230
2740,2024-01-23,Router,Bangkok,Retail,3,137,411
2741,2025-05-11,Monitor,Nakhon Ratchasima,Distributor,1,280,280
2742,2024-04-29,SSD,Chiang Mai,Retail,3,297,891
2743,2025-02-18,Monitor,Chonburi,Online,6,147,882
2744,2025-05-07,Keyboard,Nakhon Ratchasima,Retail,7,59,413
2745,2025-08-04,Mouse,Chonburi,Distributor,6,1196,7176
2746,2024-05-25,Headphones,Bangkok,Distributor,2,570,1140
2747,2025-07-20,Dock,Bangkok,Distributor,5,643,3215
2748,2025-05-01,Router,Chonburi,Online,1,578,578
2749,2025-10-03,Laptop,Rayong,Retail,4,661,2644
2750,2024-03-05,Keyboard,Nakhon Ratchasima,Online,4,918,3672
2751,2025-11-27,Dock,Rayong,Online,5,525,2625
2752,2024-08-12,Webcam,Nakhon Ratchasima,Online,7,1195,8365
2753,2024-07-07,Keyboard,Ayutthaya,Online,5,234,1170
2754,2024-11-23,Mouse,Nakhon Ratchasima,Retail,2,1280,2560
2755,2025-04-03,Webcam,Phuket,Distributor,5,297,1485
2756,2024-03-23,Tablet,Phuket,Retail,3,478,1434
2757,2025-04-25,Tablet,Bangkok,Online,7,398,2786
2758,2024-03-08,Laptop,Rayong,Distributor,8,233,1864
2759,2024-01-22,Webcam,Bangkok,Distributor,4,1145,4580
2760,2025-06-28,Headphones,Phuket,Online,6,438,2628
2761,2025-01-08,Laptop,Nakhon Ratchasima,Distributor,1,885,885
2762,2025-06-20,Headphones,Bangkok,Online,4,1422,5688
2763,2025-02-05,SSD,Phuket,Distributor,4,578,2312
2764,2025-06-15,Mouse,Ayutthaya,Retail,7,956,6692
2765,2025-06-26,Webcam,Chiang Mai,Distributor,8,212,1696
2766,2025-03-29,Mouse,Nakhon Ratchasima,Online,2,234,468
2767,2024-01-01,Webcam,Chiang Mai,Online,2,73,146
2768,2024-05-14,Webcam,Ayutthaya,Distributor,8,1418,11344
2769,2024-06-28,Router,Phuket,Retail,2,1237,2474
2770,2025-11-08,Webcam,Nakhon Ratchasima,Distributor,2,1149,2298
2771,2025-05-04,Monitor,Ayutthaya,Distributor,7,768,5376
2772,2025-11-27,Router,Unknown,Retail,1,262,262
2773,2024-02-21,Keyboard,Bangkok,Distributor,8,929,7432
2774,2025-05-14,Mouse,Nakhon Ratchasima,Retail,8,1274,10192
2775,2025-01-16,Headphones,Chiang Mai,Retail,1,333,333
2776,2025-06-21,Mouse,Bangkok,Online,1,296,296
2777,2025-10-17,Laptop,Bangkok,Distributor,4,545,2180
2778,2024-05-21,Router,Chiang Mai,Online,3,1313,3939
2779,2025-06-30,Dock,Rayong,Distributor,7,656,4592
2780,2025-03-24,Monitor,Rayong,Retail,3,1237,3711
2781,2025-09-12,Webcam,Nakhon Ratchasima,Retail,1,1218,1218
2782,2025-06-25,Router,Chiang Mai,Retail,6,1251,7506
2783,2025-09-23,Monitor,Phuket,Distributor,5,973,4865
2784,2024-07-14,Dock,Bangkok,Retail,1,702,702
2785,2024-03-01,Headphones,Nakhon Ratchasima,Retail,6,635,3810
2786,2025-04-18,Dock,Chonburi,Retail,4,656,2624
2787,2025-01-18,Keyboard,Rayong,Distributor,5,231,1155
2788,2024-04-30,Monitor,Rayong,Online,1,1205,1205
2789,2025-01-11,Laptop,Phuket,Distributor,1,822,822
2790,2025-09-13,Dock,Rayong,Retail,1,854,854
2791,2024-10-16,Keyboard,Bangkok,Retail,1,746,746
2792,2025-07-16,Headphones,Bangkok,Online,5,897,4485
2793,2025-07-12,Router,Khon Kaen,Distributor,3,1170,3510
2794,2025-02-02,Headphones,Chonburi,Retail,5,620,3100
2795,2024-12-26,Monitor,Chiang Mai,Online,2,219,438
2796,2025-07-20,Headphones,Rayong,Distributor,7,607,4249
2797,2025-07-10,Monitor,Chonburi,Retail,2,1037,2074
2798,2024-05-30,Dock,Chiang Mai,Retail,4,1151,4604
2799,2024-04-30,Dock,Khon Kaen,Distributor,6,1234,7404
2800,2024-04-13,Laptop,Phuket,Retail,5,1235,6175
2801,2025-11-10,Router,Nakhon Ratchasima,Online,3,401,1203
2802,2024-01-21,Webcam,Chiang Mai,Distributor,2,656,1312
2803,2024-10-17,Dock,Khon Kaen,Retail,3,1334,4002
2804,2025-01-13,Tablet,Nakhon Ratchasima,Distributor,5,904,4520
2805,2024-04-10,Laptop,Rayong,Retail,7,143,1001
2806,2025-05-09,Mouse,Nakhon Ratchasima,Distributor,5,426,2130
2807,2025-04-22,Headphones,Nakhon Ratchasima,Retail,8,281,2248
2808,2025-06-10,Dock,Chonburi,Distributor,1,538,538
2809,2024-02-23,Dock,Chonburi,Online,7,29,203
2810,2024-11-03,Mouse,Nakhon Ratchasima,Retail,5,962,4810
2811,2024-08-12,Keyboard,Chiang Mai,Retail,8,630,5040
2812,2024-05-29,Dock,Ayutthaya,Retail,6,579,3474
2813,2024-12-10,Mouse,Bangkok,Distributor,2,577,1154
2814,2024-05-14,Headphones,Nakhon Ratchasima,Online,4,231,924
2815,2025-09-02,Router,Nakhon Ratchasima,Retail,3,1227,3681
2816,2025-04-06,Monitor,Khon Kaen,Distributor,5,247,1235
2817,2025-03-26,Router,Chiang Mai,Online,5,579,2895
2818,2025-12-23,Keyboard,Phuket,Retail,1,954,954
2819,2024-03-16,Headphones,Nakhon Ratchasima,Online,1,295,295
2820,2025-07-19,Tablet,Khon Kaen,Retail,8,193,1544
2821,2024-09-14,Keyboard,Ayutthaya,Online,2,76,152
2822,2025-04-17,Mouse,Chonburi,Distributor,7,309,2163
2823,2024-01-30,Monitor,Khon Kaen,Online,2,1332,2664
2824,2025-11-26,Mouse,Ayutthaya,Retail,5,264,1320
2825,2024-10-29,Router,Rayong,Distributor,2,1422,2844
2826,2025-01-04,Keyboard,Nakhon Ratchasima,Online,4,931,3724
2827,2024-12-28,Webcam,Bangkok,Distributor,2,1436,2872
2828,2024-04-20,Headphones,Rayong,Retail,2,212,424
2829,2024-01-14,Dock,Rayong,Distributor,1,384,384
2830,2024-07-02,Webcam,Khon Kaen,Retail,6,236,1416
2831,2025-07-31,Laptop,Phuket,Online,8,965,7720
2832,2024-03-30,Router,Chonburi,Retail,5,573,2865
2833,2024-07-01,Keyboard,Phuket,Retail,6,755,4530
2834,2025-05-30,Dock,Chonburi,Online,8,1348,10784
2835,2025-12-23,SSD,Chiang Mai,Retail,7,121,847
2836,2025-09-05,Monitor,Bangkok,Distributor,7,415,2905
2837,2024-11-01,SSD,Bangkok,Distributor,7,768,5376
2838,2024-11-16,Dock,Nakhon Ratchasima,Distributor,5,119,595
2839,2024-06-20,SSD,Rayong,Distributor,5,425,2125
2840,2024-02-05,Webcam,Bangkok,Retail,5,1341,6705
2841,2025-10-24,Keyboard,Chonburi,Distributor,6,736,4416
2842,2025-12-23,Tablet,Chonburi,Retail,1,982,982
2843,2025-05-20,Mouse,Rayong,Retail,5,1388,-6940
2844,2025-05-16,Keyboard,Chonburi,Retail,7,954,6678
2845,2024-06-25,Dock,Rayong,Retail,3,1041,3123
2846,2025-12-29,Router,Rayong,Online,5,1006,5030
2847,2024-06-03,Laptop,Rayong,Online,4,1184,4736
2848,2024-11-04,Dock,Chonburi,Retail,7,440,3080
2849,2025-09-17,Webcam,Ayutthaya,Online,6,479,2874
2850,2025-07-01,SSD,Nakhon Ratchasima,Distributor,4,1115,4460
2851,2024-02-29,Monitor,Bangkok,Online,5,1357,6785
2852,2025-03-14,Tablet,Phuket,Online,6,778,4668
2853,2024-04-11,Tablet,Rayong,Retail,6,47,-282
2854,2025-04-25,Keyboard,Rayong,Retail,5,574,2870
2855,2025-12-30,Mouse,Phuket,Distributor,5,1236,6180
2856,2025-08-17,Mouse,Khon Kaen,Retail,3,824,2472
2857,2024-05-06,Keyboard,Chonburi,Online,8,84,672
2858,2024-06-28,Dock,Bangkok,Distributor,5,746,3730
2859,2024-07-15,Headphones,Rayong,Distributor,3,434,1302
2860,2024-07-01,Tablet,Khon Kaen,Distributor,4,685,2740
2861,2025-09-20,Webcam,Chonburi,Online,3,326,978
2862,2024-03-09,Laptop,Nakhon Ratchasima,Distributor,7,845,5915
2863,2025-07-08,Router,Chiang Mai,Distributor,1,735,735
2864,2025-07-04,Monitor,Bangkok,Distributor,6,1232,7392
2865,2025-11-10,Tablet,Bangkok,Online,4,1421,5684
2866,2025-10-21,SSD,Bangkok,Distributor,2,611,1222
2867,2025-04-05,Dock,Nakhon Ratchasima,Retail,2,1263,2526
2868,2024-12-23,Keyboard,Phuket,Distributor,4,220,880
2869,2024-04-10,Tablet,Khon Kaen,Distributor,2,408,816
2870,2025-03-24,SSD,Bangkok,Online,6,29,174
2871,2024-09-26,Tablet,Chiang Mai,Distributor,8,722,5776
2872,2024-02-01,Router,Phuket,Online,1,121,121
2873,2024-10-04,Dock,Chonburi,Distributor,4,277,1108
2874,2025-02-08,Webcam,Khon Kaen,Distributor,1,1200,1200
2875,2024-07-20,Headphones,Ayutthaya,Distributor,6,203,1218
2876,2024-06-23,SSD,Ayutthaya,Retail,8,1202,9616
2877,2025-07-18,Keyboard,Khon Kaen,Online,6,1232,7392
2878,2025-03-09,Monitor,Ayutthaya,Online,2,1477,2954
2879,2024-12-14,Router,Nakhon Ratchasima,Distributor,1,113,113
2880,2025-11-23,Dock,Phuket,Distributor,1,63,63
2881,2025-10-24,SSD,Khon Kaen,Retail,2,21,-42
2882,2024-02-04,SSD,Chiang Mai,Online,1,1232,1232
2883,2025-02-25,Webcam,Bangkok,Distributor,6,1352,8112
2884,2024-03-09,Monitor,Ayutthaya,Distributor,3,629,1887
2885,2024-06-05,Mouse,Nakhon Ratchasima,Online,2,1196,2392
2886,2024-03-27,Tablet,Nakhon Ratchasima,Distributor,7,1292,9044
2887,2024-01-14,Laptop,Khon Kaen,Online,6,920,5520
2888,2024-02-07,Headphones,Bangkok,Online,5,686,3430
2889,2024-04-22,Tablet,Chiang Mai,Distributor,5,114,570
2890,2025-09-24,Keyboard,Khon Kaen,Retail,2,1167,2334
2891,2024-03-12,Dock,Nakhon Ratchasima,Distributor,3,1433,4299
2892,2025-07-24,Laptop,Rayong,Distributor,8,990,7920
2893,2025-02-09,Laptop,Rayong,Distributor,1,538,538
2894,2024-05-24,Tablet,Khon Kaen,Retail,8,864,6912
2895,2024-12-10,Laptop,Rayong,Online,5,619,3095
2896,2024-09-13,Mouse,Khon Kaen,Distributor,6,480,2880
2897,2025-06-29,SSD,Chiang Mai,Distributor,8,1380,11040
2898,2025-07-13,Keyboard,Chiang Mai,Online,2,615,1230
2899,2024-10-21,Webcam,Nakhon Ratchasima,Distributor,6,511,3066
2900,2025-06-26,Webcam,Rayong,Online,3,925,2775
2901,2025-01-16,Keyboard,Chonburi,Online,5,1280,6400
2902,2024-09-26,Tablet,Chonburi,Distributor,7,1241,8687
2903,2025-12-16,Tablet,Chiang Mai,Online,3,952,2856
2904,2024-05-16,Dock,Khon Kaen,Distributor,3,769,2307
2905,2025-01-27,Headphones,Chiang Mai,Distributor,2,596,1192
2906,2025-07-22,Webcam,Chonburi,Retail,4,625,2500
2907,2024-12-17,Keyboard,Chonburi,Retail,7,1408,9856
2908,2025-12-01,Dock,Phuket,Retail,4,717,2868
2909,2024-07-08,Tablet,Bangkok,Retail,5,1155,5775
2910,2025-03-08,Headphones,Khon Kaen,Distributor,4,1094,4376
2911,2024-10-26,Router,Nakhon Ratchasima,Distributor,1,168,168
2912,2025-03-02,Tablet,Bangkok,Distributor,6,1496,8976
2913,2025-07-01,Monitor,Ayutthaya,Online,3,1364,4092
2914,2024-10-02,Webcam,Ayutthaya,Online,8,1038,8304
2915,2024-08-07,Monitor,Unknown,Online,5,343,1715
2916,2025-08-02,Mouse,Rayong,Retail,7,977,6839
2917,2024-12-16,Keyboard,Chonburi,Distributor,3,1439,4317
2918,2024-06-16,Mouse,Phuket,Retail,4,212,848
2919,2024-06-01,Webcam,Phuket,Retail,8,225,1800
2920,2025-09-05,Tablet,Khon Kaen,Distributor,2,457,914
2921,2024-12-03,Headphones,Khon Kaen,Online,1,1265,1265
2922,2025-11-24,Router,Bangkok,Retail,5,1218,6090
2923,2024-10-18,Mouse,Chonburi,Distributor,7,1420,9940
2924,2024-03-11,Webcam,Chiang Mai,Distributor,5,1214,6070
2925,2024-04-08,Laptop,Rayong,Distributor,4,1014,4056
2926,2024-08-26,Keyboard,Khon Kaen,Online,5,593,2965
2927,2025-04-24,Mouse,Chonburi,Distributor,5,986,4930
2928,2024-06-03,Monitor,Chonburi,Online,3,221,663
2929,2025-04-04,SSD,Bangkok,Retail,5,860,4300
2930,2025-02-13,SSD,Rayong,Retail,4,124,496
2931,2024-04-01,Tablet,Nakhon Ratchasima,Distributor,1,1358,1358
2932,2024-12-18,Dock,Chonburi,Retail,8,998,7984
2933,2024-09-03,Dock,Ayutthaya,Online,5,638,3190
2934,2024-06-09,Headphones,Khon Kaen,Retail,7,1241,8687
2935,2025-05-31,Laptop,Phuket,Online,8,997,7976
2936,2024-06-10,Monitor,Ayutthaya,Distributor,8,865,6920
2937,2024-04-27,Dock,Rayong,Online,4,1009,4036
2938,2025-07-07,Tablet,Phuket,Online,2,398,796
2939,2025-01-15,Dock,Khon Kaen,Distributor,6,349,2094
2940,2024-08-27,Headphones,Chonburi,Online,8,947,7576
2941,2025-02-14,Keyboard,Bangkok,Retail,8,549,4392
2942,2024-02-06,Monitor,Chiang Mai,Online,4,472,1888
2943,2024-01-24,Router,Chiang Mai,Distributor,1,1458,1458
2944,2024-06-28,Laptop,Ayutthaya,Online,2,1090,2180
2945,2024-11-17,Mouse,Chonburi,Online,1,950,950
2946,2025-09-29,Dock,Phuket,Retail,4,805,3220
2947,2024-09-17,Webcam,Bangkok,Online,7,306,2142
2948,2024-02-23,Webcam,Ayutthaya,Retail,8,787,6296
2949,2025-07-31,Router,Chonburi,Online,8,209,1672
2950,2024-04-23,Laptop,Ayutthaya,Retail,5,182,910
2951,2025-04-17,Headphones,Phuket,Online,1,1223,1223
2952,2025-06-10,Monitor,Chonburi,Retail,5,435,2175
2953,2025-07-07,Webcam,Chonburi,Retail,6,346,2076
2954,2024-07-20,Dock,Khon Kaen,Online,2,733,1466
2955,2025-09-24,Mouse,Chiang Mai,Distributor,2,1282,2564
2956,2024-11-11,Keyboard,Ayutthaya,Online,3,547,1641
2957,2024-02-03,Keyboard,Rayong,Retail,7,1405,9835
2958,2024-03-20,Webcam,Rayong,Distributor,3,367,1101
2959,2025-01-03,Router,Khon Kaen,Online,4,359,1436
2960,2024-10-04,Webcam,Bangkok,Retail,5,535,2675
2961,2025-11-10,Tablet,Bangkok,Distributor,4,771,3084
2962,2024-02-25,SSD,Nakhon Ratchasima,Retail,4,164,656
2963,2024-03-13,Headphones,Chonburi,Distributor,3,363,1089
2964,2025-09-15,SSD,Khon Kaen,Retail,2,457,914
2965,2025-06-21,Router,Ayutthaya,Online,5,585,2925
2966,2025-12-11,Mouse,Bangkok,Distributor,4,1321,5284
2967,2025-08-27,Mouse,Bangkok,Online,8,683,5464
2968,2024-07-02,Webcam,Chiang Mai,Distributor,2,24,48
2969,2025-12-19,Mouse,Ayutthaya,Distributor,5,836,4180
2970,2025-10-03,Dock,Khon Kaen,Retail,1,1053,1053
2971,2024-08-02,Mouse,Nakhon Ratchasima,Online,4,166,664
2972,2025-01-21,SSD,Khon Kaen,Online,4,557,2228
2973,2024-12-22,Tablet,Nakhon Ratchasima,Retail,4,834,3336
2974,2024-02-07,Mouse,Rayong,Online,8,1206,9648
2975,2024-11-14,Webcam,Chiang Mai,Retail,5,1417,7085
2976,2024-11-12,Tablet,Nakhon Ratchasima,Distributor,3,1215,3645
2977,2025-05-03,Router,Khon Kaen,Retail,4,1499,5996
2978,2025-05-01,Dock,Chonburi,Online,4,1286,5144
2979,2025-03-22,Webcam,Chiang Mai,Online,4,1318,5272
2980,2024-09-15,Laptop,Bangkok,Distributor,4,536,2144
2981,2025-07-09,Tablet,Chonburi,Online,2,557,1114
2982,2024-07-06,Dock,Chonburi,Retail,7,457,3199
2983,2024-06-17,Webcam,Nakhon Ratchasima,Retail,4,257,1028
2984,2024-05-13,Laptop,Bangkok,Retail,1,1396,1396
2985,2024-03-26,Mouse,Chiang Mai,Distributor,4,235,940
2986,2025-07-16,Headphones,Ayutthaya,Distributor,2,309,618
2987,2024-07-08,Tablet,Bangkok,Retail,8,723,5784
2988,2025-07-14,Dock,Khon Kaen,Online,4,253,1012
2989,2025-06-26,Headphones,Chiang Mai,Distributor,1,1325,1325
2990,2025-02-07,Headphones,Chonburi,Online,2,477,954
2991,2025-04-28,Headphones,Ayutthaya,Distributor,1,222,222
2992,2025-11-02,Tablet,Bangkok,Online,4,987,3948
2993,2024-09-07,Tablet,Phuket,Online,3,84,252
2994,2024-08-25,Mouse,Chonburi,Retail,5,943,4715
2995,2024-01-26,Keyboard,Phuket,Distributor,4,797,3188
2996,2025-04-11,SSD,Phuket,Retail,7,132,924
2997,2025-12-23,Tablet,Phuket,Distributor,1,1349,1349
2998,2025-07-07,Webcam,Chonburi,Online,6,807,4842
2999,2024-01-15,SSD,Bangkok,Distributor,4,1238,4952
3000,2024-10-21,Router,Bangkok,Online,2,839,1678
3001,2025-10-15,SSD,Phuket,Retail,7,1363,9541
3002,2024-04-30,Keyboard,Bangkok,Retail,6,1402,8412
